Capability	Template	Label	BERT	DistilBERT	RoBERTa-large	DeBERTa	RoBERTa-SNLI-MNLI-FEVER-ANLI	File
TEMPORAL	P: {NAME1} was born in {YEAR} and {NAME2} was born in {NumLessThan(YEAR)}. H: {NAME1} is elder than {NAME2}.	contradiction	0.00	0.00	0.00	4.10	90.90	temporal-13
TEMPORAL	P: {NAME1} was born in {NumLessThan(YEAR)} and {NAME2} was born in {YEAR}. H: {NAME2} is elder than {NAME1}.	contradiction	0.00	0.00	4.80	71.70	96.00	temporal-14
TEMPORAL	P: {NAME1} was born in {YEAR} and {NAME2} was born in {NumLessThan(YEAR)}. H: {NAME2} is younger than {NAME1}.	contradiction	0.00	0.00	0.00	6.20	1.10	temporal-15
TEMPORAL	P: {NAME1} was born in {NumLessThan(YEAR)} and {NAME2} was born in {YEAR}. H: {NAME1} is younger than {NAME2}.	contradiction	0.00	0.00	0.00	0.00	0.00	temporal-16
TEMPORAL	P: {NAME1} was born in {YEAR} and {NAME2} was born in {NumLessThan(YEAR)}. H: {NAME1} was born later than {NAME2}.	entailment	99.10	99.90	100.00	100.00	100.00	temporal-17
TEMPORAL	P: {NAME1} was born in {NumLessThan(YEAR)} and {NAME2} was born in {YEAR}. H: {NAME2} was born later than {NAME1}.	entailment	99.60	100.00	100.00	100.00	100.00	temporal-18
TEMPORAL	P: {NAME1} was born in {YEAR} and {NAME2} was born in {NumLessThan(YEAR)}. H: {NAME2} was born earlier than {NAME1}.	entailment	92.30	98.20	98.70	99.80	99.60	temporal-19
TEMPORAL	P: {NAME1} was born in {NumLessThan(YEAR)} and {NAME2} was born in {YEAR}. H: {NAME1} was born earlier than {NAME2}.	entailment	84.30	95.40	100.00	100.00	100.00	temporal-20
TEMPORAL	P: {NAME1} was born in {YEAR} and {NAME2} was born in {NumLessThan(YEAR)}. H: {NAME1} was born earlier than {NAME2}.	contradiction	0.60	0.40	0.00	46.60	0.90	temporal-21
TEMPORAL	P: {NAME1} was born in {NumLessThan(YEAR)} and {NAME2} was born in {YEAR}. H: {NAME2} was born earlier than {NAME1}.	contradiction	0.00	0.10	15.50	78.50	94.50	temporal-22
TEMPORAL	P: {NAME1} was born in {YEAR} and {NAME2} was born in {NumLessThan(YEAR)}. H: {NAME2} was born later than {NAME1}.	contradiction	0.20	0.00	0.00	0.00	9.70	temporal-23
TEMPORAL	P: {NAME1} was born in {NumLessThan(YEAR)} and {NAME2} was born in {YEAR}. H: {NAME1} was born later than {NAME2}.	contradiction	0.70	0.00	0.00	0.20	11.40	temporal-24
TEMPORAL	P: {NAME1} reached {LOCATION} at {TIME} whereas {NAME2} reached at {NumLessThan(TIME)}. H: {NAME1} reached after {NAME2}.	entailment	0.00	1.00	99.90	54.10	100.00	temporal-25
TEMPORAL	P: {NAME1} reached {LOCATION} at {NumLessThan(TIME)} whereas {NAME2} reached at {TIME}. H: {NAME1} reached before {NAME2}.	entailment	0.00	7.50	89.60	99.90	99.80	temporal-26
TEMPORAL	P: {NAME1} reached {LOCATION} at {TIME} whereas {NAME2} reached at {NumLessThan(TIME)}. H: {NAME1} reached before {NAME2}.	contradiction	100.00	93.80	23.30	23.90	16.00	temporal-27
TEMPORAL	P: {NAME1} reached {LOCATION} at {NumLessThan(TIME)} whereas {NAME2} reached at {TIME}. H: {NAME1} reached after {NAME2}.	contradiction	99.90	98.70	9.10	91.30	84.00	temporal-28
TEMPORAL	P: {NAME1} reached {LOCATION} at {TIME} whereas {NAME2} reached at {NumLessThan(TIME)}. H: {NAME1} reached later than {NAME2}.	entailment	100.00	100.00	100.00	100.00	99.80	temporal-29
TEMPORAL	P: {NAME1} reached {LOCATION} at {NumLessThan(TIME)} whereas {NAME2} reached at {TIME}. H: {NAME1} reached earlier than {NAME2}.	entailment	96.30	100.00	99.10	100.00	100.00	temporal-30
TEMPORAL	P: {NAME1} reached {LOCATION} at {TIME} whereas {NAME2} reached at {NumLessThan(TIME)}. H: {NAME1} reached earlier than {NAME2}.	contradiction	2.90	0.00	0.60	11.50	0.00	temporal-31
TEMPORAL	P: {NAME1} reached {LOCATION} at {NumLessThan(TIME)} whereas {NAME2} reached at {TIME}. H: {NAME1} reached later than {NAME2}.	contradiction	0.00	0.00	0.60	37.50	97.60	temporal-32
TEMPORAL	P: {NAME} has {SUBJECT1} class followed by {SUBJECT2} class. H: {Capitalise(SUBJECT1)} class is before {SUBJECT2} class.	entailment	0.70	1.20	46.70	51.00	100.00	temporal-33
TEMPORAL	P: {NAME} has {SUBJECT1} class followed by {SUBJECT2} class. H: {Capitalise(SUBJECT2)} class is after {SUBJECT1} class.	entailment	100.00	98.80	100.00	100.00	100.00	temporal-34
TEMPORAL	P: {NAME} has {SUBJECT1} class followed by {SUBJECT2} class. H: {Capitalise(SUBJECT1)} class is after {SUBJECT2} class.	contradiction	0.40	18.60	100.00	100.00	89.40	temporal-35
TEMPORAL	P: {NAME} has {SUBJECT1} class followed by {SUBJECT2} class. H: {Capitalise(SUBJECT2)} class is before {SUBJECT1} class.	contradiction	91.70	93.90	100.00	100.00	100.00	temporal-36
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class. H: {Capitalise(SUBJECT1)} class is before {SUBJECT2} class.	entailment	100.00	98.00	98.00	100.00	100.00	temporal-37
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class. H: {Capitalise(SUBJECT2)} class is after {SUBJECT1} class.	entailment	100.00	98.50	100.00	100.00	100.00	temporal-38
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class. H: {Capitalise(SUBJECT1)} class is after {SUBJECT2} class.	contradiction	0.00	6.30	94.40	96.20	57.60	temporal-39
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class. H: {Capitalise(SUBJECT2)} class is before {SUBJECT1} class.	contradiction	0.00	0.80	77.40	89.70	96.80	temporal-40
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT1)} class is before {SUBJECT2} class.	entailment	98.70	95.00	28.70	97.20	95.60	temporal-41
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT2)} class is before {SUBJECT3} class.	entailment	88.10	96.50	95.40	98.00	95.10	temporal-42
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT1)} class is before {SUBJECT3} class.	entailment	83.50	82.60	55.70	99.90	100.00	temporal-43
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT2)} class is after {SUBJECT1} class.	entailment	99.40	90.90	99.70	99.80	100.00	temporal-44
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT3)} class is after {SUBJECT1} class.	entailment	99.80	91.70	98.00	100.00	100.00	temporal-45
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT3)} class is after {SUBJECT2} class.	entailment	100.00	99.90	99.90	100.00	100.00	temporal-46
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT2)} class is before {SUBJECT1} class.	contradiction	0.80	3.80	27.20	92.00	75.80	temporal-47
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT3)} class is before {SUBJECT1} class.	contradiction	1.50	10.70	100.00	99.90	100.00	temporal-48
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT3)} class is before {SUBJECT2} class.	contradiction	4.30	1.60	97.40	99.20	100.00	temporal-49
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT1)} class is after {SUBJECT2} class.	contradiction	1.50	9.20	31.80	91.80	47.10	temporal-50
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT1)} class is after {SUBJECT3} class.	contradiction	11.30	19.10	100.00	100.00	100.00	temporal-51
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT2)} class is after {SUBJECT3} class.	contradiction	0.60	2.10	98.70	99.00	97.80	temporal-52
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT1)} class is the first class among the three.	entailment	0.00	2.00	0.00	83.90	0.00	temporal-53
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT3)} class is the last class among the three.	entailment	0.00	0.00	0.00	98.50	0.00	temporal-54
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT2)} class is the first class among the three.	contradiction	0.00	0.00	0.00	1.30	0.00	temporal-55
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT3)} class is the first class among the three.	contradiction	0.00	0.10	0.00	6.40	0.00	temporal-56
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT1)} class is the last class among the three.	contradiction	0.00	0.00	0.10	0.10	0.00	temporal-57
TEMPORAL	P: {NAME} has {SUBJECT1} class then {SUBJECT2} class then {SUBJECT3} class. H: {Capitalise(SUBJECT2)} class is the last class among the three.	contradiction	0.00	0.00	0.40	0.00	0.00	temporal-58
TEMPORAL	P: {NAME} has {SUBJECT1} class after {SUBJECT2} class. H: {Capitalise(SUBJECT2)} class is before {SUBJECT1} class.	entailment	0.30	63.30	100.00	78.80	100.00	temporal-59
TEMPORAL	P: {NAME} has {SUBJECT1} class after {SUBJECT2} class. H: {Capitalise(SUBJECT1)} class is before {SUBJECT2} class.	contradiction	100.00	59.30	100.00	100.00	100.00	temporal-60
CAUSAL	P: {NAME} moved from {COUNTRY1} to {COUNTRY2}. H: {NAME} now lives in {COUNTRY2}.	entailment	71.70	50.30	100.00	100.00	100.00	causal-1
CAUSAL	P: {NAME} moved from {COUNTRY1} to {COUNTRY2}. H: {NAME} now lives in {COUNTRY1}.	contradiction	91.70	31.50	100.00	99.80	100.00	causal-2
CAUSAL	P: {NAME} moved to {COUNTRY1} from {COUNTRY2}. H: {NAME} now lives in {COUNTRY1}.	entailment	94.80	97.50	100.00	100.00	100.00	causal-3
CAUSAL	P: {NAME} moved to {COUNTRY1} from {COUNTRY2}. H: {NAME} now lives in {COUNTRY2}.	contradiction	83.00	73.60	100.00	100.00	100.00	causal-4
CAUSAL	P: {NAME} moved the {OBJECT_TABLE} from {LOCATION_HOUSE1} to {LOCATION_HOUSE2}. H: The {OBJECT_TABLE} is now in {LOCATION_HOUSE2}.	entailment	36.80	89.30	100.00	100.00	100.00	causal-5
CAUSAL	P: {NAME} moved the {OBJECT_TABLE} from {LOCATION_HOUSE1} to {LOCATION_HOUSE2}. H: The {OBJECT_TABLE} is now in {LOCATION_HOUSE1}.	contradiction	94.30	81.40	100.00	100.00	100.00	causal-6
CAUSAL	P: {NAME} moved the {OBJECT_TABLE} to {LOCATION_HOUSE1} from {LOCATION_HOUSE2}. H: The {OBJECT_TABLE} is now in {LOCATION_HOUSE1}.	entailment	100.00	95.80	100.00	100.00	100.00	causal-7
CAUSAL	P: {NAME} moved the {OBJECT_TABLE} to {LOCATION_HOUSE1} from {LOCATION_HOUSE2}. H: The {OBJECT_TABLE} is now in {LOCATION_HOUSE2}.	contradiction	99.80	99.60	100.00	100.00	100.00	causal-8
CAUSAL	P: {NAME1} {T6_CAUSAL_VERB} {T6_CAUSAL_OBJECT} to {NAME2}. H: {NAME2} {T6_CAUSAL_VERB_OPP} {T6_CAUSAL_OBJECT} from {NAME1}.	entailment	65.00	89.70	81.00	81.30	81.10	causal-9
CAUSAL	P: {NAME1} {T6_CAUSAL_VERB} {T6_CAUSAL_OBJECT} to {NAME2}. H: {NAME1} {T6_CAUSAL_VERB_OPP} {T6_CAUSAL_OBJECT} from {NAME2}.	contradiction	40.50	15.60	86.10	100.00	99.70	causal-10
RELATIONAL	P: {NAME} and {POSSESSIVE_PRONOUN} {T12_RELATION} went to {LOCATION}. H: {NAME} went to {LOCATION} with a stranger.	contradiction	100.00	95.60	100.00	100.00	100.00	relational-1
RELATIONAL	P: {NAME1} is {T12_RELATION} of {NAME2}. H: {NAME2} is {T12_RELATION_OPP} of {NAME1}.	entailment	99.60	99.70	79.60	79.30	61.30	relational-2
RELATIONAL	P: {NAME1} is {T12_RELATION} of {NAME2}. H: {NAME2} is {T12_RELATION_MISMATCH} of {NAME1}.	contradiction	74.90	84.40	85.20	92.00	92.00	relational-3
TAXONOMIC	P: All {T13_CLASS} {T13_PROPERTY}. H: {T13_ELEMENT} {T13_PROPERTY}.	entailment	3.60	0.00	2.80	0.00	0.00	taxonomic-1
TAXONOMIC	P: All {T13_CLASS} {T13_PROPERTY}. H: {T13_ELEMENT} don't {T13_PROPERTY}.	contradiction	25.30	73.10	100.00	97.30	49.60	taxonomic-2
TAXONOMIC	P: Some {T13_CLASS} {T13_PROPERTY}. H: {T13_ELEMENT} {T13_PROPERTY}.	neutral	96.20	54.70	97.30	97.10	100.00	taxonomic-3
WORLD	P: {NAME} lives in {T4_CAPITAL}. H: {NAME} lives in {T4_COUNTRY}.	entailment	79.50	76.50	100.00	99.70	84.90	world-1
WORLD	P: {NAME} lives in {T4_CAPITAL1}. H: {NAME} lives in {T4_COUNTRY2}.	contradiction	99.90	100.00	98.40	98.30	97.00	world-2
PRESUPPOSITION	P: {NAME}'s {T12_RELATION} is {ADJECTIVE_OF_PERSON}. H: {NAME} has {A} {T12_RELATION}.	entailment	100.00	100.00	100.00	100.00	100.00	presupposition-1
PRESUPPOSITION	P: {NAME}'s {T12_RELATION} is {ADJECTIVE_OF_PERSON}. H: {NAME} does not have {A} {T12_RELATION}.	contradiction	98.50	99.20	100.00	100.00	100.00	presupposition-2
PRESUPPOSITION	P: {NAME}'s {OBJECT} is {COLOUR} in colour. H: {NAME} has {A} {OBJECT}.	entailment	100.00	100.00	100.00	100.00	100.00	presupposition-3
PRESUPPOSITION	P: {NAME}'s {OBJECT} is {COLOUR} in colour. H: {NAME} does not have {A} {OBJECT}.	contradiction	100.00	100.00	100.00	100.00	100.00	presupposition-4
PRESUPPOSITION	P: Is {NAME}'s {T12_RELATION} {ADJECTIVE_OF_PERSON}. H: {NAME} has {A} {T12_RELATION}.	entailment	100.00	100.00	100.00	100.00	100.00	presupposition-5
PRESUPPOSITION	P: Is {NAME}'s {T12_RELATION} {ADJECTIVE_OF_PERSON}. H: {NAME} does not have {A} {T12_RELATION}.	contradiction	99.40	99.80	100.00	100.00	100.00	presupposition-6
PRESUPPOSITION	P: Is {NAME}'s {OBJECT} {COLOUR} in colour. H: {NAME} has {A} {OBJECT}.	entailment	100.00	100.00	100.00	100.00	100.00	presupposition-7
PRESUPPOSITION	P: Is {NAME}'s {OBJECT} {COLOUR} in colour. H: {NAME} does not have {A} {OBJECT}.	contradiction	100.00	100.00	100.00	100.00	100.00	presupposition-8
PRESUPPOSITION	P: All {N} {OBJECTS} are {COLOUR} in colour. H: Exactly {N} {OBJECTS} are {COLOUR} in colour.	entailment	100.00	100.00	99.90	100.00	100.00	presupposition-9
PRESUPPOSITION	P: {NAME1} {T7_VERB_PAST} {NAME2}. H: {NAME1} {T7_VERB_PAST} someone.	entailment	100.00	100.00	100.00	100.00	100.00	presupposition-10
PRESUPPOSITION	P: {NAME1} {T7_VERB_PAST} {NAME2}. H: Someone {T7_VERB_PAST} {NAME2}.	entailment	100.00	100.00	100.00	100.00	100.00	presupposition-11
PRESUPPOSITION	P: {NAME1} {T7_VERB_PAST} {NAME2}. H: {NAME1} did not {T7_VERB} someone.	contradiction	100.00	100.00	100.00	100.00	100.00	presupposition-12
PRESUPPOSITION	P: {NAME1} {T7_VERB_PAST} {NAME2}. H: {NAME1} {T7_VERB_PAST} no one.	contradiction	100.00	100.00	100.00	100.00	100.00	presupposition-13
PRESUPPOSITION	P: {NAME1} {T7_VERB_PAST} {NAME2}. H: No one {T7_VERB_PAST} {NAME2}.	contradiction	100.00	100.00	100.00	100.00	100.00	presupposition-14
PRESUPPOSITION	P: {NAME} has stopped {T8_VERB_CONTINUOUS}. H: {NAME} used to {T8_VERB}.	entailment	82.10	72.20	100.00	100.00	100.00	presupposition-15
PRESUPPOSITION	P: {NAME} returned to {COUNTRY}. H: {NAME} has been to {COUNTRY} before.	entailment	79.70	100.00	100.00	100.00	100.00	presupposition-16
PRESUPPOSITION	P: {NAME} returned to {COUNTRY}. H: {NAME} has never been to {COUNTRY} before.	contradiction	100.00	100.00	100.00	100.00	100.00	presupposition-17
PRESUPPOSITION	P: If {NAME} was {A} {T10_PROFESSION}, {PRONOUN} would {T10_ACTION}. H: {NAME} is {A} {T10_PROFESSION}.	contradiction	16.50	0.00	100.00	100.00	100.00	presupposition-18
PRESUPPOSITION	P: If {NAME} was {A} {T10_PROFESSION}, {PRONOUN} would {T10_ACTION}. H: {NAME} is not {A} {T10_PROFESSION}.	entailment	31.60	0.00	100.00	100.00	100.00	presupposition-19
PRESUPPOSITION	P: {NAME} was {EMOTION} when {PRONOUN} {T9_PAST}. H: {NAME} {T9_PAST}.	entailment	100.00	98.30	100.00	100.00	100.00	presupposition-20
PRESUPPOSITION	P: I {KNOW} that {NAME} {T9_PAST}. H: {NAME} {T9_PAST}.	entailment	100.00	100.00	100.00	100.00	100.00	presupposition-21
PRESUPPOSITION	P: {NAME} has talked to every {SCHOOL_NOUN} in {POSSESSIVE_PRONOUN} {SCHOOL_ENTITY}. H: There are {SCHOOL_NOUN} in {NAME}'s {SCHOOL_ENTITY}.	entailment	100.00	100.00	100.00	100.00	100.00	presupposition-22
IMPLICATURE	P: Some of the {OBJECTS} are {COLOUR} in colour. H: All of the {OBJECTS} are {COLOUR} in colour.	contradiction	100.00	100.00	100.00	100.00	100.00	implicature-1
IMPLICATURE	P: Some of the {OBJECTS} are {COLOUR} in colour. H: Not all of the {OBJECTS} are {COLOUR} in colour.	entailment	100.00	100.00	100.00	100.00	100.00	implicature-2
IMPLICATURE	P: Not all of the {OBJECTS} are {COLOUR} in colour. H: Some of the {OBJECTS} are {COLOUR} in colour.	entailment	100.00	100.00	100.00	100.00	100.00	implicature-3
IMPLICATURE	P: All of the {OBJECTS} are {COLOUR} in colour. H: Some of the {OBJECTS} are {COLOUR} in colour.	contradiction	0.00	0.00	27.50	100.00	93.60	implicature-4
IMPLICATURE	P: {NAME} may {VERB}. H: {NAME} will {VERB}.	contradiction	0.40	0.10	0.00	0.00	0.00	implicature-5
IMPLICATURE	P: {NAME} has {N} {OBJECTS}. H: {NAME} has no more than {N} {OBJECTS}.	entailment	98.10	97.50	97.10	4.60	54.10	implicature-6
IMPLICATURE	P: {Capitalise(OBJECT_TABLE1)} and {OBJECT_TABLE2} lie on table. {NAME} asked for {OBJECT_TABLE1}. H: {NAME} also asked for {OBJECT_TABLE2}.	contradiction	0.00	0.00	0.00	0.00	0.00	implicature-7
IMPLICATURE	P: {Capitalise(OBJECT_TABLE1)} and {OBJECT_TABLE2} lie on table. {NAME} asked for {OBJECT_TABLE2}. H: {NAME} also asked for {OBJECT_TABLE1}.	contradiction	0.00	0.00	0.00	0.00	0.00	implicature-8
IMPLICATURE	P: {Capitalise(OBJECT_TABLE1)} and {OBJECT_TABLE2} lie on table. {NAME} asked for {OBJECT_TABLE1}. H: {NAME} did not ask for {OBJECT_TABLE2}.	entailment	0.00	0.00	0.00	0.00	72.70	implicature-9
IMPLICATURE	P: {Capitalise(OBJECT_TABLE1)} and {OBJECT_TABLE2} lie on table. {NAME} asked for {OBJECT_TABLE2}. H: {NAME} did not ask for {OBJECT_TABLE1}.	entailment	0.00	0.00	0.00	0.00	92.30	implicature-10
IMPLICATURE	P: {NAME} {T11_ACTION}. H: It is {NAME}'s {T11_OBJECT}.	contradiction	2.70	8.90	0.00	0.00	0.00	implicature-11
IMPLICATURE	P: {NAME} {T11_ACTION}. H: It is not {NAME}'s {T11_OBJECT}.	entailment	2.10	7.10	0.00	0.00	0.00	implicature-12
IMPLICATURE	P: {NAME} is meeting a {T12_RELATION_GENDER} today. H: The {T12_RELATION_GENDER} is not {NAME}'s {T12_RELATION}.	entailment	0.00	0.00	0.00	0.00	0.00	implicature-13
IMPLICATURE	P: {NAME} is meeting a {T12_RELATION_GENDER} today. H: The {T12_RELATION_GENDER} is {NAME}'s {T12_RELATION}.	contradiction	0.00	0.00	0.00	0.00	0.00	implicature-14
IMPLICATURE	P: Even {NAME} {T9_PAST}. H: {NAME} was among the least likely to {T9_PRESENT}.	entailment	0.00	3.80	0.00	0.00	0.00	implicature-15
IMPLICATURE	P: Even {NAME} {T9_PAST}. H: {NAME} was among the most likely to {T9_PRESENT}.	contradiction	0.00	0.00	0.00	0.00	0.00	implicature-16
IMPLICATURE	P: {NAME1} asked {NAME2} for {DOLLAR} dollars. {NAME2} had {NumLessThan(DOLLAR)}. H: {NAME2} had {DOLLAR} dollars.	contradiction	5.30	0.10	100.00	100.00	100.00	implicature-17
IMPLICATURE	P: {NAME1} asked {NAME2} for {DOLLAR} dollars. {NAME2} had {NumLessThan(DOLLAR)}. H: {NAME2} did not have {DOLLAR} dollars.	entailment	84.40	0.00	99.90	100.00	100.00	implicature-18
IMPLICATURE	P: {NAME1} asked {NAME2} for {DOLLAR} dollars. {NAME2} refused. H: {NAME1} has higher chances of convincing {NAME2} for {NumLessThan(DOLLAR)} dollars.	entailment	0.00	0.00	0.00	0.00	0.00	implicature-19
IMPLICATURE	P: {NAME1} asked {NAME2} for {NumLessThan(DOLLAR)} dollars. {NAME2} refused. H: {NAME1} has higher chances of convincing {NAME2} for {DOLLAR} dollars.	contradiction	0.00	0.00	0.00	0.00	0.00	implicature-20
								
								
2	LEXICAL	12	87.49	85.95	92.16	92.79	95.68	
14	SYNTACTIC	9	93.81	79.69	100.00	99.99	100.00	
23	NEGATION	8	76.59	74.61	83.08	90.89	91.98	
31	BOOLEAN	62	60.15	59.75	65.89	67.60	65.83	
93	COMPARATIVE	54	47.30	38.45	60.04	60.56	60.66	
147	QUANTIFIER	16	49.38	47.88	63.78	64.69	73.54	
163	CONDITIONAL	6	56.37	35.37	65.93	35.40	49.98	
169	NUMERICAL	32	20.76	44.53	59.18	69.92	75.23	
201	COREFERENCE	14	52.37	50.06	81.54	83.82	86.08	
215	SPATIAL	30	51.86	43.98	53.85	54.05	43.26	
245	TEMPORAL	60	44.33	37.37	60.32	73.91	73.18	
305	CAUSAL	10	77.76	72.43	96.71	98.11	98.08	
315	RELATIONAL	3	91.50	93.23	88.27	90.43	84.43	
318	TAXONOMIC	3	41.70	42.60	66.70	64.80	49.87	
321	WORLD	2	89.70	88.25	99.20	99.00	90.95	
323	PRESUPPOSITION	22	91.26	89.52	100.00	100.00	100.00	
345	IMPLICATURE	20	24.65	20.88	31.23	30.23	40.64	
365								
	TOTAL	363	53.41	50.93	66.50	69.88	70.24	
								
			ANLI	ImPress				
		RoBERTa MNLI	33.41	50.56				
